Source Title,Publisher,Year,OCLC Number
A Washed-Out Dream,Larchwood Publications Ltd.,1980,6491442,"""\""Fiction\"",\""Romans\"",\""Short stories, English Translations from Korean\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Anthology Of Korean Literary Vol.1,Dong-Suh Munhaksa,1988,1353814585,"""\""Short stories, English Translations from Korean\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Anthology Of Korean Literary Vol.2,Dong-Suh Munhaksa,1988,1353815020,"""\""Short stories, English Translations from Korean\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Anthology Of Korean Literary Vol.3,Dong-Suh Munhaksa,1988,1353815154,"""\""Short stories, English Translations from Korean\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Arriving in a Thick Fog,Deep Vellum Publishing,2021,-,-
Asian And Pacific Short Stories,C. E. Tuttle Co.,1974,1032108,"""\""Asia\"",\""Asia Social life and customs Fiction\"",\""Asie Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Manners and customs\"",\""Nouvelles\"",\""Nouvelles anglaises\"",\""Pacific Area\"",\""Pacific Area Social life and customs Fiction\"",\""Pacifique, Région du Mœurs et coutumes Romans, nouvelles, etc\"",\""Short stories\"",\""Short stories, English\"",\""Short stories, Oriental\"",\""Short stories, Oriental Translations into English\"",\""Translations\"",\""short stories\"""""
At Night He Lifts Weights,Transit Books,2023,1345221127,"""\""Chagrin Romans, nouvelles, etc\"",\""Ecofiction\"",\""Grief Fiction\"",\""Nouvelles\"",\""Short stories\"",\""short stories\"""""
Beauty Looks Down On Me,Dalkey Archive Press,2017,954426806,"""\""Nouvelles\"",\""Short stories\"",\""Translations\"",\""Ŭn, Hŭi-gyŏng, 1959-\"",\""Ŭn, Hŭi-gyŏng, 1959- Translations into English\"",\""short stories\"""""
Bluebeard's First Wife,Open Letter,2020,1195816841,"""\""FICTION / DIversity \\u0026 Multicultural\"",\""Fiction\"",\""Neighbors\"",\""Neighbors Fiction\"",\""Nouvelles\"",\""Secrecy\"",\""Secrecy Fiction\"",\""Secret Romans, nouvelles, etc\"",\""Short stories\"",\""Translations\"",\""Voisins Romans, nouvelles, etc\"",\""short stories\"""""
Collected Short Stories From Korea V.1,Eomun-gag Publishing Company,1961,4228192,"""\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Cry Of The Harp,EastBridge,2005,73500548,"""\""Ch'oe, Chŏng-hŭi, 1912-\"",\""Ch'oe, Chŏng-hŭi, 1912- Translations into English\"",\""Translations\"""""
Cursed Bunny,Algonquin Books,2022,1314429330,"""\""Control (Psychology)\"",\""Événements stressants de la vie Romans, nouvelles, etc\"",\""Fiction\"",\""Horror fiction\"",\""Interpersonal relations\"",\""Life change events Fiction\"",\""Nouvelles\"",\""Nouvelles coréennes 21e siècle\"",\""Psychic trauma\"",\""Short stories\"",\""Short stories, Korean 21st century\"",\""Speculative fiction\"",\""Surrealism\"",\""Surrealism Fiction\"",\""Surréalisme Romans, nouvelles, etc\"",\""short stories\"""""
Cursed Bunny,Honford Star,2021,1259549842,"""\""Chung, Bora, 1976- Translations into English\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Dead Silence And Other Stories Of The Jeju Massacre,EastBridge,2007,234075560,"""\""1948\"",\""Fiction\"",\""History\"",\""Korea\"",\""Korea History Chejudo Rebellion, 1948 Fiction\"",\""Korean fiction 21st century\"",\""Nouvelles coréennes 21e siècle\"",\""Roman coréen 21e siècle\"",\""Short stories, Korean 21st century\"""""
Dead Silence And Other Stories Of The Jeju Massacre,EastBridge,2006,70199924,"""\""1948\"",\""Fiction\"",\""History\"",\""Korea\"",\""Korea History Chejudo Rebellion, 1948 Fiction\"""""
Debasement And Other Stories,Fremont Publications,1983,29252260,"""\""Nouvelles\"",\""Short stories\"""""
Diary of a Murderer and Other Stories,Atlantic Books,2020,1127065678,"""\""Dementia\"",\""Dementia Fiction\"",\""Démence Romans, nouvelles, etc\"",\""Fiction\"",\""Nouvelles\"",\""Serial murderers\"",\""Serial murderers Fiction\"",\""Short stories\"",\""Thrillers (Fiction)\"",\""Tueurs en série Romans, nouvelles, etc\"",\""short stories\"""""
Diary of a Murderer and Other Stories,Mariner Books,2019,1045485870,"""\""FICTION / Literary\"",\""FICTION / Short Stories (single author)\"",\""Kim, Young-ha, 1968-\"",\""Kim, Young-ha, 1968- Translations into English\"",\""Korean fiction\"",\""Nouvelles\"",\""Short stories\"",\""Suspense fiction\"",\""Translations\"",\""short stories\"""""
Diary Of A Vagabond,Codhill,2008,276931641,"""\""Song, Yŏng, 1940-\"",\""Song, Yŏng, 1940- Translations into English\"",\""Translations\"""""
Dust And Other Stories,Columbia University Press,2018,1032379131,"""\""1900-1999\"",\""Corée du Sud 20e siècle Romans, nouvelles, etc\"",\""FICTION General\"",\""FICTION Literary\"",\""Fiction\"",\""Korea (North)\"",\""Korea (North) 20th century Fiction\"",\""Korea (South)\"",\""Korea (South) 20th century Fiction\"",\""Nouvelles\"",\""Short stories\"",\""short stories\"""""
"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983,11186122,"""\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Korean fiction\"",\""Manners and customs\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Evening Proposal,DALKEY ARCHIVE,2016,1096184791,"""\""FICTION General\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974,1124054,"""\""18.90 other Asiatic languages\"",\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Manners and customs\"",\""Nouvelles\"",\""Nouvelles anglaises Traductions du coréen\"",\""Nouvelles coréennes Traductions anglaises\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Stories (texts)\"",\""Translations\"",\""Translations (form)\"",\""novels\"",\""short stories\"""""
Flowers Of Mold: Stories,Open Letter,2019,1085967388,"""\""FICTION / Short Stories (single author)\"",\""Fiction\"",\""Ha, Sŏng-nan, 1967- Translations into English\"",\""Interpersonal relations\"",\""Interpersonal relations Fiction\"",\""Neighbors\"",\""Neighbors Fiction\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""Voisins Romans, nouvelles, etc\"",\""short stories\"""""
Gendered Landscapes: Short Fiction By Modern & Contemporary Korean Women Novelists,Cornell East Asia Series,2017,992783000,"""\""1900-1999\"",\""Femmes Corée 20e siècle Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korean fiction Women authors\"",\""Korean fiction Women authors 20th century Translations into English\"",\""Nouvelles\"",\""Novellas\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean 20th century Translations into English\"",\""Short stories, Korean Women authors\"",\""Short stories, Korean Women authors 20th century Translations into English\"",\""Translations\"",\""Women\"",\""Women Korea 20th century Fiction\"",\""novellas\"",\""short stories\"""""
God Has No Grandchildren,Dalkey Archive Press,2015,919252630,"""\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Interpersonal relations\"",\""Interpersonal relations Fiction\"",\""Kim, Kyŏng-uk, 1971-\"",\""Kim, Kyŏng-uk, 1971- Translations into English\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Manners and customs\"",\""Nouvelles\"",\""Nouvelles coréennes\"",\""Short stories\"",\""Short stories, Korea\"",\""Short stories, Korean\"",\""Translations\"",\""short stories\"""""
Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983,11089054,"""\""1900-1999\"",\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Manners and customs\"",\""Romans\"",\""Translations\"",\""Translations into English\"""""
Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983,11089013,"""\""1900-1999\"",\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Femmes écrivains coréennes\"",\""Fiction\"",\""Fictional Work\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Korean fiction Women authors\"",\""Manners and customs\"",\""Nouvelles coréennes Anthologies\"",\""Romans\"",\""Translations\"",\""Translations into English\"""""
I am Waiting For You,Harper Voyager,2021,1164358272,"""\""2000-2099\"",\""Couples\"",\""Couples Fiction\"",\""Couples Romans, nouvelles, etc\"",\""Dieux Romans, nouvelles, etc\"",\""FICTION / Diversity \\u0026 Multicultural\"",\""Fiancées\"",\""Fiancées Fiction\"",\""Fiancées Romans, nouvelles, etc\"",\""Fiancés\"",\""Fiancés Fiction\"",\""Fiancés Romans, nouvelles, etc\"",\""Fiction\"",\""Free will and determinism\"",\""Free will and determinism Fiction\"",\""Gods\"",\""Gods Fiction\"",\""Libre arbitre et déterminisme Romans, nouvelles, etc\"",\""Meaning (Philosophy)\"",\""Meaning (Philosophy) Fiction\"",\""Nouvelles\"",\""Philosophy Fiction\"",\""Science fiction\"",\""Science fiction, Korean\"",\""Short stories\"",\""Signification (Philosophie) Romans, nouvelles, etc\"",\""Space and time\"",\""Space and time Fiction\"",\""Speculative fiction\"",\""Translations\"",\""short stories\"""""
I'm Waiting for You: And Other Stories,Harper Voyager,2021,1257839352,"""\""Audiobooks\"",\""Couples\"",\""Couples Fiction\"",\""Couples Romans, nouvelles, etc\"",\""Dieux Romans, nouvelles, etc\"",\""FICTION Epistolary\"",\""FICTION Science Fiction General\"",\""FICTION Short Stories (single author)\"",\""Fiancées\"",\""Fiancées Fiction\"",\""Fiancées Romans, nouvelles, etc\"",\""Fiancés\"",\""Fiancés Fiction\"",\""Fiancés Romans, nouvelles, etc\"",\""Fiction\"",\""Free will and determinism\"",\""Free will and determinism Fiction\"",\""Gods\"",\""Gods Fiction\"",\""Libre arbitre et déterminisme Romans, nouvelles, etc\"",\""Livres audio\"",\""Meaning (Philosophy)\"",\""Meaning (Philosophy) Fiction\"",\""Nouvelles\"",\""Science fiction\"",\""Short stories\"",\""Signification (Philosophie) Romans, nouvelles, etc\"",\""Space and time\"",\""Space and time Fiction\"",\""short stories\"""""
In The Depths,Hwimoon Publishing Company,1965,68450061,"""\""18.90 other Asiatic languages\"",\""1900-1999\"",\""Verhalen (teksten)\"",\""Vertalingen (vorm)\"""""
Journey To Mujin: Anthology Of Korean Short Fictions,The Korean Culture and Arts Foundation,1988,21240204,"""\""Nouvelles coréennes\"",\""Short stories, Korean\"""""
Korean Classical Literature: An Anthology,Kegan Paul International,1989,20689804,"""\""Anthologie\"",\""Criticism, interpretation, etc\"",\""Geschichte (1450-1900)\"",\""Geschichte Anfänge-1900\"",\""Koreaans\"",\""Korean literature\"",\""Korean literature - Anthologies\"",\""Korean literature To 1900 History and criticism\"",\""Korean literature To 1900 Translations into English\"",\""Koreanisch\"",\""Literatur\"",\""Littérature coréenne Histoire et critique\"",\""Littérature coréenne Jusqu'à 1900 Histoire et critique\"",\""Littérature coréenne Traductions anglaises\"",\""To 1900\"",\""Translations\"",\""Translations into English\"""""
Korean Short Stories,Il Ji Sa,1975,2303011,"""\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Manners and customs\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Korean Short Stories: A Collection From North Korea,Fredonia Books,2003,853625984,"""\""Fiction\"",\""Korea (North)\"",\""Korea (North) Social life and customs Fiction\"",\""Manners and customs\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993,28254886,"""\""18.90 other Asiatic languages\"",\""1900-1999\"",\""Anthologies (form)\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Littérature coréenne 20e siècle Traductions anglo-saxonnes\"",\""Nouvelles\"",\""Nouvelles coréennes 20e siècle\"",\""Roman coréen 20e siècle Anthologies Traductions anglaises\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean 20th century\"",\""Stories (texts)\"",\""Translations\"",\""Translations (form)\"",\""short stories\"""""
Land Of Tears,Homa & Sekey Books,2018,1019834359,"""\""Corée Romans, nouvelles, etc\"",\""Fiction\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Korea\"",\""Korea Fiction\"",\""Korean War, 1950-1953 Fiction\"",\""Nouvelles\"",\""Pauvreté Corée Romans, nouvelles, etc\"",\""Poverty Korea Fiction\"",\""Short stories\"",\""short stories\"""""
Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983,11089059,"""\""1900-1999\"",\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Manners and customs\"",\""Romans\"",\""Translations\"""""
Lonesome You,DALKEY ARCHIVE,2013,882106749,"""\""FICTION General\"",\""Nouvelles\"",\""Nouvelles coréennes\"",\""Short stories\"",\""Short stories, Korean\"",\""short stories\"""""
Lost Souls: Stories,Columbia University Press,2010,277118406,"""\""Corée du Sud Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Hwang, Sun-wŏn, 1915-2000\"",\""Hwang, Sun-wŏn, 1915-2000 Translations into English\"",\""Korea (South)\"",\""Korea (South) Fiction\"",\""Romans\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""Translations into English\"""""
Love In Winter,Korea University Press,1963,1204493,-
Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980,6042736,"""\""1900-1999\"",\""Corée Mœurs et coutumes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Social life and customs Fiction\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Manners and customs\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Miss Kim Knows and Other Stories,Scribner UK,2023,1381786781,"""\""Femmes Corée du Sud Conditions sociales Romans, nouvelles, etc\"",\""Fiction\"",\""Korea (South)\"",\""Nouvelles\"",\""Short stories\"",\""Social problem fiction\"",\""Women Korea (South) Social conditions Fiction\"",\""Women Social conditions\"",\""short stories\"""""
Modern Far Eastern Stories,Heinemann,1978,5053725,"""\""1900-1999\"",\""Anthologie\"",\""Ausgabe\"",\""Chinesisch\"",\""Japanisch\"",\""Koreanisch\"",\""Kurzgeschichte\"",\""Mongolisch\"",\""Nouvelles\"",\""Nouvelles anglaises Traductions de langues orientales\"",\""Nouvelles orientales Traductions anglaises\"",\""Short stories\"",\""Short stories, Chinese\"",\""Short stories, Chinese 20th century Translations into English\"",\""Short stories, Japanese\"",\""Short stories, Japanese 20th century Translations into English\"",\""Short stories, Korean\"",\""Short stories, Korean 20th century Translations into English\"",\""Short stories, Mongolian\"",\""Short stories, Mongolian 20th century Translations into English\"",\""Translations\"",\""short stories\"""""
